Date,Category,Type,Amount (USD),Description
2024-05-31,Utilities,Expense,3294,Random utilities transaction
2024-10-28,Groceries,Expense,3273,Random groceries transaction
2024-04-07,Groceries,Expense,2759,Random groceries transaction
2024-01-21,Loan Payment,Expense,646,Random loan payment transaction
2024-10-02,Transportation,Expense,490,Random transportation transaction
2024-04-28,Transportation,Expense,1324,Random transportation transaction
2024-10-19,Miscellaneous,Expense,1511,Random miscellaneous transaction
2024-05-18,Insurance,Expense,1261,Random insurance transaction
2024-10-03,Rent,Expense,3321,Random rent transaction
2024-01-29,Dining Out,Expense,2969,Random dining out transaction
2024-05-21,Freelance Income,Income,8673,Random freelance income transaction
2024-08-02,Salary,Income,4030,Random salary transaction
2024-03-21,Rent,Expense,776,Random rent transaction
2024-01-12,Groceries,Expense,1052,Random groceries transaction
2024-10-05,Transportation,Expense,1031,Random transportation transaction
2024-08-06,Transportation,Expense,664,Random transportation transaction
2024-02-18,Freelance Income,Income,2233,Random freelance income transaction
2024-12-25,Entertainment,Expense,1256,Random entertainment transaction
2024-05-04,Insurance,Expense,159,Random insurance transaction
2024-08-12,Loan Payment,Expense,484,Random loan payment transaction
2024-01-03,Dining Out,Expense,1478,Random dining out transaction
2024-08-17,Transportation,Expense,1942,Random transportation transaction
2024-04-04,Groceries,Expense,3881,Random groceries transaction
2024-01-02,Salary,Income,7269,Random salary transaction
2024-06-20,Freelance Income,Income,3175,Random freelance income transaction
2024-09-30,Dining Out,Expense,1988,Random dining out transaction
2024-05-18,Salary,Income,8961,Random salary transaction
2024-12-01,Utilities,Expense,4152,Random utilities transaction
2024-09-13,Rent,Expense,398,Random rent transaction
2024-01-23,Insurance,Expense,4478,Random insurance transaction
2024-11-09,Dining Out,Expense,1319,Random dining out transaction
2024-09-24,Miscellaneous,Expense,1997,Random miscellaneous transaction
2024-10-16,Dining Out,Expense,3982,Random dining out transaction
2024-04-16,Savings,Goal,473,Random savings transaction
2024-02-25,Entertainment,Expense,1268,Random entertainment transaction
2024-05-06,Dining Out,Expense,4397,Random dining out transaction
2024-07-04,Groceries,Expense,4273,Random groceries transaction
2024-02-18,Dining Out,Expense,438,Random dining out transaction
2024-12-10,Utilities,Expense,186,Random utilities transaction
2024-10-04,Groceries,Expense,3663,Random groceries transaction
2024-06-21,Insurance,Expense,3516,Random insurance transaction
2024-04-18,Freelance Income,Income,7998,Random freelance income transaction
2024-06-15,Entertainment,Expense,1916,Random entertainment transaction
2024-11-18,Rent,Expense,2745,Random rent transaction
2024-08-02,Utilities,Expense,1225,Random utilities transaction
2024-11-21,Loan Payment,Expense,3311,Random loan payment transaction
2024-03-15,Salary,Income,9217,Random salary transaction
2024-08-06,Dining Out,Expense,1866,Random dining out transaction
2024-05-28,Rent,Expense,1868,Random rent transaction
2024-01-03,Dining Out,Expense,4783,Random dining out transaction
2024-03-08,Salary,Income,7622,Random salary transaction
2024-03-06,Miscellaneous,Expense,454,Random miscellaneous transaction
2024-04-02,Loan Payment,Expense,842,Random loan payment transaction
2024-09-23,Salary,Income,9086,Random salary transaction
2024-02-12,Dining Out,Expense,3989,Random dining out transaction
2024-03-27,Transportation,Expense,3960,Random transportation transaction
2024-01-11,Insurance,Expense,2107,Random insurance transaction
2024-10-01,Freelance Income,Income,4516,Random freelance income transaction
2024-07-03,Utilities,Expense,1240,Random utilities transaction
2024-09-10,Dining Out,Expense,1285,Random dining out transaction
2024-06-22,Freelance Income,Income,5002,Random freelance income transaction
2024-09-30,Rent,Expense,2668,Random rent transaction
2024-09-30,Salary,Income,9503,Random salary transaction
2024-05-10,Transportation,Expense,1851,Random transportation transaction
2024-11-30,Rent,Expense,1279,Random rent transaction
2024-05-30,Utilities,Expense,940,Random utilities transaction
2024-10-31,Dining Out,Expense,4341,Random dining out transaction
2024-04-07,Miscellaneous,Expense,3898,Random miscellaneous transaction
2024-11-25,Salary,Income,2905,Random salary transaction
2024-02-02,Dining Out,Expense,1541,Random dining out transaction
2024-12-02,Transportation,Expense,1295,Random transportation transaction
2024-04-27,Entertainment,Expense,1453,Random entertainment transaction
2024-07-16,Miscellaneous,Expense,2430,Random miscellaneous transaction
2024-08-10,Entertainment,Expense,1445,Random entertainment transaction
2024-08-19,Salary,Income,9243,Random salary transaction
2024-03-28,Loan Payment,Expense,1065,Random loan payment transaction
2024-11-05,Rent,Expense,3585,Random rent transaction
2024-05-17,Entertainment,Expense,1983,Random entertainment transaction
2024-10-30,Transportation,Expense,2477,Random transportation transaction
2024-12-13,Loan Payment,Expense,1910,Random loan payment transaction
2024-06-24,Dining Out,Expense,3280,Random dining out transaction
2024-03-14,Loan Payment,Expense,4632,Random loan payment transaction
2024-02-25,Freelance Income,Income,8074,Random freelance income transaction
2024-05-28,Loan Payment,Expense,3306,Random loan payment transaction
2024-12-12,Dining Out,Expense,4289,Random dining out transaction
2024-11-29,Dining Out,Expense,778,Random dining out transaction
2024-04-12,Miscellaneous,Expense,308,Random miscellaneous transaction
2024-12-12,Entertainment,Expense,611,Random entertainment transaction
2024-07-22,Utilities,Expense,3621,Random utilities transaction
2024-11-07,Miscellaneous,Expense,2444,Random miscellaneous transaction
2024-11-05,Rent,Expense,1498,Random rent transaction
2024-11-27,Dining Out,Expense,2483,Random dining out transaction
2024-06-02,Miscellaneous,Expense,3931,Random miscellaneous transaction
2024-10-02,Utilities,Expense,3952,Random utilities transaction
2024-07-06,Dining Out,Expense,4456,Random dining out transaction
2024-06-26,Savings,Goal,862,Random savings transaction
2024-06-20,Savings,Goal,2444,Random savings transaction
2024-07-24,Insurance,Expense,2086,Random insurance transaction
2024-11-16,Utilities,Expense,1235,Random utilities transaction
2024-09-20,Miscellaneous,Expense,950,Random miscellaneous transaction
2024-10-02,Freelance Income,Income,2555,Random freelance income transaction
2024-06-08,Salary,Income,9830,Random salary transaction
2024-12-11,Loan Payment,Expense,1734,Random loan payment transaction
2024-09-11,Miscellaneous,Expense,4670,Random miscellaneous transaction
2024-05-02,Entertainment,Expense,1082,Random entertainment transaction
2024-06-05,Freelance Income,Income,4326,Random freelance income transaction
2024-12-31,Rent,Expense,4535,Random rent transaction
2024-08-31,Freelance Income,Income,2061,Random freelance income transaction
2024-06-04,Transportation,Expense,24,Random transportation transaction
2024-11-30,Insurance,Expense,2110,Random insurance transaction
2024-07-11,Savings,Goal,1147,Random savings transaction
2024-10-04,Groceries,Expense,2568,Random groceries transaction
2024-05-07,Miscellaneous,Expense,4117,Random miscellaneous transaction
2024-01-05,Dining Out,Expense,2789,Random dining out transaction
2024-09-11,Entertainment,Expense,3000,Random entertainment transaction
2024-09-17,Salary,Income,3605,Random salary transaction
2024-05-16,Groceries,Expense,605,Random groceries transaction
2024-06-04,Transportation,Expense,2452,Random transportation transaction
2024-09-07,Miscellaneous,Expense,3168,Random miscellaneous transaction
2024-05-25,Entertainment,Expense,499,Random entertainment transaction
2024-03-24,Salary,Income,5185,Random salary transaction
2024-02-03,Entertainment,Expense,1865,Random entertainment transaction
2024-07-08,Transportation,Expense,2701,Random transportation transaction
2024-11-25,Savings,Goal,2280,Random savings transaction
2024-09-27,Savings,Goal,7101,Random savings transaction
2024-03-20,Miscellaneous,Expense,3443,Random miscellaneous transaction
2024-04-16,Miscellaneous,Expense,1618,Random miscellaneous transaction
2024-05-14,Insurance,Expense,4856,Random insurance transaction
2024-06-29,Utilities,Expense,2000,Random utilities transaction
2024-04-22,Miscellaneous,Expense,1948,Random miscellaneous transaction
2024-11-29,Loan Payment,Expense,2462,Random loan payment transaction
2024-10-04,Loan Payment,Expense,1091,Random loan payment transaction
2024-09-13,Transportation,Expense,3347,Random transportation transaction
2024-02-03,Rent,Expense,3781,Random rent transaction
2024-04-11,Dining Out,Expense,2947,Random dining out transaction
2024-09-30,Utilities,Expense,2845,Random utilities transaction
2024-04-20,Dining Out,Expense,877,Random dining out transaction
2024-05-09,Entertainment,Expense,376,Random entertainment transaction
2024-12-22,Savings,Goal,2787,Random savings transaction
2024-03-23,Entertainment,Expense,1982,Random entertainment transaction
2024-01-01,Savings,Goal,3230,Random savings transaction
2024-09-18,Insurance,Expense,925,Random insurance transaction
2024-01-09,Rent,Expense,4114,Random rent transaction
2024-01-15,Freelance Income,Income,8089,Random freelance income transaction
2024-07-02,Insurance,Expense,2778,Random insurance transaction
2024-04-06,Transportation,Expense,1010,Random transportation transaction
2024-05-02,Utilities,Expense,4161,Random utilities transaction
2024-04-19,Savings,Goal,9082,Random savings transaction
2024-09-29,Insurance,Expense,4416,Random insurance transaction
2024-06-14,Freelance Income,Income,4756,Random freelance income transaction
2024-02-08,Loan Payment,Expense,4737,Random loan payment transaction
2024-09-25,Salary,Income,1367,Random salary transaction
2024-07-18,Rent,Expense,2891,Random rent transaction
2024-12-31,Loan Payment,Expense,295,Random loan payment transaction
2024-01-20,Loan Payment,Expense,2666,Random loan payment transaction
2024-10-08,Loan Payment,Expense,3210,Random loan payment transaction
2024-09-03,Dining Out,Expense,2737,Random dining out transaction
2024-01-17,Utilities,Expense,3879,Random utilities transaction
2024-01-21,Rent,Expense,4212,Random rent transaction
2024-11-09,Insurance,Expense,4198,Random insurance transaction
2024-10-29,Insurance,Expense,3906,Random insurance transaction
2024-08-19,Dining Out,Expense,4770,Random dining out transaction
2024-07-27,Insurance,Expense,3683,Random insurance transaction
2024-01-15,Groceries,Expense,1099,Random groceries transaction
2024-02-07,Groceries,Expense,4122,Random groceries transaction
2024-10-14,Dining Out,Expense,2475,Random dining out transaction
2024-03-12,Transportation,Expense,4061,Random transportation transaction
2024-05-04,Utilities,Expense,717,Random utilities transaction
2025-01-01,Salary,Income,5839,Random salary transaction
2024-02-07,Transportation,Expense,2231,Random transportation transaction
2024-08-12,Insurance,Expense,2313,Random insurance transaction
2024-04-10,Miscellaneous,Expense,1180,Random miscellaneous transaction
2024-02-07,Savings,Goal,2977,Random savings transaction
2024-06-16,Freelance Income,Income,2436,Random freelance income transaction
2024-10-15,Groceries,Expense,1129,Random groceries transaction
2024-02-08,Insurance,Expense,732,Random insurance transaction
2024-09-29,Groceries,Expense,2851,Random groceries transaction
2024-10-07,Utilities,Expense,1790,Random utilities transaction
2024-08-18,Insurance,Expense,1423,Random insurance transaction
2024-04-05,Transportation,Expense,3939,Random transportation transaction
2024-12-14,Freelance Income,Income,9418,Random freelance income transaction
2024-12-21,Transportation,Expense,4406,Random transportation transaction
2024-04-17,Loan Payment,Expense,586,Random loan payment transaction
2024-01-04,Dining Out,Expense,539,Random dining out transaction
2024-05-22,Dining Out,Expense,215,Random dining out transaction
2024-04-26,Savings,Goal,668,Random savings transaction
2024-07-18,Freelance Income,Income,5053,Random freelance income transaction
2024-10-10,Dining Out,Expense,4179,Random dining out transaction
2024-11-12,Insurance,Expense,1630,Random insurance transaction
2024-12-22,Miscellaneous,Expense,2552,Random miscellaneous transaction
2024-06-28,Dining Out,Expense,2203,Random dining out transaction
2024-10-03,Miscellaneous,Expense,1441,Random miscellaneous transaction
2024-10-21,Freelance Income,Income,8571,Random freelance income transaction
2024-08-06,Transportation,Expense,3127,Random transportation transaction
2024-08-21,Salary,Income,8611,Random salary transaction
2024-11-24,Insurance,Expense,213,Random insurance transaction
2024-09-19,Miscellaneous,Expense,3876,Random miscellaneous transaction
2024-09-30,Entertainment,Expense,1181,Random entertainment transaction
2024-01-17,Utilities,Expense,4522,Random utilities transaction
2024-07-09,Miscellaneous,Expense,2543,Random miscellaneous transaction
2024-09-09,Freelance Income,Income,7859,Random freelance income transaction
2024-05-17,Savings,Goal,6160,Random savings transaction
2024-08-28,Utilities,Expense,361,Random utilities transaction
